Tweet content,Latitude,Longitude,sentiment
Fin 17/4 en Sala Exp S Benito #Valladolid #VLL #Spain #exposición #photos Mike Brodie https://t.co/mzJAodYZH0 #VallAgenda,41.6551996,-4.7192892,0.0
I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/AK9Xv9njdx,37.420957,-6.147226,0.0
Again another throw back to Ibiza #backthen #2012 #spain #ibizatown #day #ibiza #holiday #fire… https://t.co/B6wZTpCmbA,39.08993587,1.45395344,0.0
I was out mountain biking 30.25 km on Apr 10 with #Endomondo #endorphins https://t.co/FoJRbH4tNl,40.1115468,-3.6546705,0.0
"➡ If not now, WHEN? ⬅ @ Zaragoza, Spain https://t.co/bvq3aWRGJG",41.65,-0.8833,0.0
Beach Time #beach #sea #clearwater #instadaily #instadaily #instaphoto #instafollow #blueskies… https://t.co/hHbwmrk5ll,36.7167,-4.41667,0.0
Just posted a photo @ Vistazul https://t.co/Vc8r6UT4aq,37.28372183,-5.90837771,0.0
I was out running 10.23 km with #Endomondo #endorphins https://t.co/N9rlUQIuqH,43.370865,-8.395567999999999,0.0
Places that make you feel at home 💝📷😎  #museodeldisseny #greatday #fashion #love teresahelbig… https://t.co/aoZPe2suCj,41.40365875,2.18966703,0.5
Just posted a photo @ Torre del Puerco https://t.co/TIqFtcy0dw,36.33119823,-6.16108617,0.0
Som-hi de nou!  #TotEsperantFerrariLand @ Hotel Gold River -… https://t.co/lgkdR8yyOM,41.09178626,1.15489705,0.0
"Beer Flow

#valencia #spain #tyris #tyrisontap #beer #craftbeer #cerveza #cervezaartesanal… https://t.co/OMrp6b0oGo",39.47481810000001,-0.37924915,0.0
Al lio !!!!! #cev #fim #repsol #valencia #cameraman #media… https://t.co/mr5UPcBR9G,39.48398515,-0.62936127,0.0
Just posted a photo @ Mediterranean Equestrian Tour - Oliva Nova / Spain https://t.co/ui5DHuF2Yg,38.88592202,-0.04806519,0.0
I just finished running 4.06 km in 29m:46s with #Endomondo #endorphins https://t.co/ZgtoiFO6dv,40.42497279999999,-3.689288200000001,0.0
"""@TheWorldStories: VISITING GREECE IS AT THE TOP OF MY BUCKET LIST 😍😍 https://t.co/F31QLsQ20o"" @Alfrelanh",40.4082205,-3.6724851,0.5
Slowly Sunday.... 😊😳🌹🍫 #sunday #weekend #slow #slowly #morning #zarahome #oysho #pijama… https://t.co/KrhZHKuFu9,41.41085560000001,2.17724109,-0.30000000000000004
Ready for the Match!! 🏑💪 C.H.Benalmadena - Egara. #partido #equipo… https://t.co/GiRo1aATX9,36.58974812,-4.5798079000000005,0.3125
I just began a mountain biking workout using #Endomondo. Peptalk me now @ https://t.co/X1WJqA3per,39.023317,-6.898872,0.0
« Everything you can imagine is real » @ Museo de Historia de Madrid https://t.co/zoiE51ZUQ0,40.425891,-3.700741,0.2
1️⃣9️⃣🔛💊💊💊💊🎉🎉 @ Becerril https://t.co/QN04dBDqza,40.7058133,-3.9960934,0.0
Good morning!!! Definitely sunrises are magical #benalmadena #rinconesbenalmadena… https://t.co/VehtNhZuEN,36.59206207,-4.53101613,0.5
Joey from Benidorm ✌🏼️✌🏼 #benidorm #beni #benidorm2016 #benidormcast #joey #holidaysun #holiday… https://t.co/YZnLhYTCBz,38.5399703,-0.10456,0.0
I just finished running 10.03 km in 51m:31s with #Endomondo #endorphins https://t.co/FSIxqaPJtT,43.441416,-3.461355,0.0
🌍🍀 @ Upper Room https://t.co/gQk8a3JDWH,40.4252899,-3.68298,0.0
I just finished running 0.07 km in 1m:02s with #Endomondo #endorphins https://t.co/i5kEHJE6Bl,43.441901,-3.461583,0.0
"Good Morning Ibiza 💚 Delicious breakfast 😍 to start this amazing day ☀️🙌🏼 🌴
#special #sunday… https://t.co/vul52TWojb",38.9058685,1.41761,0.6642857142857143
I had a a session with #BrailWatson  and #CatherineMcdonald at #BerkleeValencia We started… https://t.co/rpw9lDXeWQ,39.45602768,-0.35247829,0.0
My walking is all done and now it's time to be touristy and to get my Spanish perfect #spain… https://t.co/epzrR9EW42,40.4,-3.68333,0.5
I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/8A7Lr8SBja,36.644464,-4.683642,0.0
Recharging the battery's after a nice day on the bike at @etxanobe restaurant in #bilbao… https://t.co/qE0iUDVGDy,43.26708981,-2.94323995,0.6
See our latest #Campanillas #job and click to apply: Cloud Inside Sales Professional - Italian - https://t.co/vooLUuOFw8 #Sales #Hiring,36.7526615,-4.5593849,0.19999999999999998
"#gaudi #barcelona #art #design #architecture #genius #home #family @ Barcelona, Spain https://t.co/9UorVGfA3z",41.3833,2.18333,0.0
A spot of promo in Ibiza yesterday for our on going contract in Paris 💙 lagioiarestaurant… https://t.co/Fjnskmjyh9,38.91022237,1.43646552,0.0
"Good morning Barcelona
#sundayfunday #alldayahead #niceweather… https://t.co/O9pJeQbDHQ",41.38726663,2.16049816,0.7
I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/29frhQtIHb,37.3254278,-5.9715868,0.0
Black Music VAN VAN @estrelladammcat con @nnoeemii &amp; duniamoreno… https://t.co/NQt6SXwodQ,41.4091907,2.1776368,-0.16666666666666666
"Lucas enjoying the beach ...22 months😍💕 @ W Hotel Beach, Barcelona https://t.co/0Eh4z8ryE4",41.3686256,2.1894186,0.5
I just finished running 7.29 km in 49m:23s with #Endomondo #endorphins https://t.co/K5smocCEYQ,40.32587410000001,-3.5095904000000004,0.0
HOY: #Concierto The Sugar Stones: Tributo Rolling Stones en @HangarBurgos https://t.co/z3Cd4ancQL,42.33213552,-3.70948526,0.0
"Lets go!!! 

#salomon #raceday #suuntorun #runhappy #justdoit #nike #nikerunner #nikeplus #10k… https://t.co/Nu4rGabSDd",41.36891312,2.15309038,0.0
I just began a cycling workout using #Endomondo. Peptalk me now @ https://t.co/YL8fV9eZT7,38.92151,-0.8845860999999999,0.0
I'm at Café Miranda Suizo https://t.co/Y9GWji92WY,40.59074264,-4.14673056,0.0
Just posted a video @ Asturias https://t.co/nIjgDbeGtf,43.3333,-6.0,0.0
Watch @JaysonUribe race in the @CEVMotorcycle live here: https://t.co/seHonxLiPl https://t.co/rGDNYOC6Ms,39.4838914,-0.62969592,0.13636363636363635
Morning Yoga ☀️🦁👣👣 #yoga #beach #health #healthylife #vegan #govegan #healthy #sports… https://t.co/QPyxmC15zS,41.36881622,2.1895903,0.5
"We should be worried about job atomization, not job automation https://t.co/6Ln2xsu1Ky",40.41236877,-4.41282654,0.0
Last Night @ Gordy's 7.0 #LucyInTheSky #ComedyInEnglish #standupcomedy #Madrid Thx4having me.… https://t.co/GHYv1iLRI3,40.4261017,-3.7077999,0.0
Great breakfast meating 😋☕️👌🏼 #mhcamp #paleo #paleolifestyle #camp #gains #protein #menshealth… https://t.co/qrl8brrWhG,36.35770505,-6.17014511,0.8
"Just posted a photo @ Utrera, Andalucia, Spain https://t.co/dY3XF5OL8p",37.1861,-5.78667,0.0
Just posted a photo @ Balaguer City https://t.co/gdTyYtcgnQ,41.80316929,0.82192214,0.0
Facebook Wants You to Post More About Yourself https://t.co/oUID9DsTCH,40.4811847,0.4785588,0.35
"Close your eyes, you'll see me by the way that I feel @ Antiga Fàbrica Estrella Damm https://t.co/h80srSbjtf",41.4091907,2.1776368,0.0
Drifting all the way! @ Kartodrom Catalunya https://t.co/KttOFsPFTZ,41.58276788,2.25213083,0.0
Blue Morning ☄💙 #photooftheday #picoftheday #igers #igersmadrid #igersspain #madrid #spain… https://t.co/WEXhy6tWCR,40.41385899,-3.68102761,0.0
Just posted a video @ Chulilla https://t.co/knb1JrM4Pn,39.65,-0.883333,0.0
"👫😘 @ Seville, Spain https://t.co/FDdncd7nWT",37.3772,-5.98694,0.0
"DSS 54 carrier lock on STEREO A
Frequency: 8.4435GHz
Signal strength: -145dBm
IDLE OFF 1 TURBO",40.429167,-4.249167,0.0
Just posted a photo @ Eurostars Buenavista https://t.co/dCFTdlaN7y,39.87706843,-4.04327612,0.0
"“@ACuboC:
#Segovia #Spain
Roman Aqueduct
@UNESCO World #Heritage
#architecture #arquitectura #travel #tourism https://t.co/HUPcBx0SZy”",43.46344106,-3.80562526,0.0
We're #hiring! Click to apply: Cloud Inside Sales Professional - Spanish - https://t.co/dXEZ5Deqt8 #Sales #Campanillas #Job #Jobs,36.7526615,-4.5593849,0.05
"L.A.LONA 

🌴🌴 Our Hollywood Boulevard  🌴🌴 @ Barcelona, Spain https://t.co/iC7x09xTFD",41.3833,2.18333,0.0
ding ding ding ding DONG DONG DONG DONG DONG DONG DONG DONG DONG!!!!!!!!!,41.545639,1.893817,0.0
"Wind 8,6 km/h WSW. Barometer 1015,0 mb, Rising slowly. Temperature 19,4 °C. Rain today 0,0 mm. Humidity 59%",38.75388889,-0.1075,-0.30000000000000004
MATCH DAY. 🔥🔥🔥⚽⚽⚽👊👊👊 @ El Barrizal https://t.co/wgitNzAufR,41.91493562,0.18799443,0.0
"Almost 10 years later I could listen to @markguiliana playing live, but this time with his… https://t.co/VUeLcDCAtM",41.3833,2.18333,0.06818181818181818
It's gonna be a lovely sunny sunday ☀️💛🏖 #happy #sunday #weekend @ Playa Sant Sebastia -… https://t.co/g5r10FpvaE,41.37450527,2.19003198,0.65
Ancient cycle. #x30 #fujix30 #fujifilm #valencia #spain #snapseed #fotodeldia #photooftheday @… https://t.co/WVyVPs0qrE,39.46666667,-0.38333333,0.0
I was out running 8.24 km with #Endomondo #endorphins https://t.co/1lFiZ79vC6,39.980767,-0.033948,0.0
Why do older people love #Facebook ?  let’s ask my dad https://t.co/lQm9CaEjOQ #SocialNetworks https://t.co/qGoNSfIZrn,41.40211365,2.14679159,0.3333333333333333
"Amazing Barcelona!
#cityview #bestview #bcn #beauty #instagood #travelgram #sun #spain… https://t.co/6JKFNvqm4m",41.41833611,2.15443611,0.7500000000000001
"🔝🔝🔝😍

#Repost javitromp with repostapp.
・・・
#jazz #jazztime #horn @… https://t.co/UL8RVKWZeS",43.36378826,-5.84620121,0.0
"And today is the day, an historic day for Spanish rugby. 26.000… https://t.co/sOJYCWN9H5",41.64444444,-4.76111111,0.0
#skydiver @ Skydive Spain https://t.co/RAbZrqUIZs,37.33011578,-6.14270867,0.0
I just began a mountain biking workout using #Endomondo. Peptalk me now @ https://t.co/fWvAlpURk8,41.620205,2.29321,0.0
"ESN :  Four centuries after his death, Cervantes intrigues and enchants: He is best known for ""Don Quixote"", but… https://t.co/IBfLmap29X",40.41970731,-3.69855957,1.0
"Sun dried hot tomatoes...
#thegourmetpassion #foodie #foodies #foodgasm #foodporn #gourmet… https://t.co/gah0o53fOQ",41.12654817,1.24550118,0.024999999999999994
@palomitaaf @lularafaela345 @yrv1985 @manganga26 @maria26313 @Marisam66 @mppf111 @maricarmona23 @ENCARNAMAZA F. Dia https://t.co/eIRZYtLD4u,38.0035462,-0.6562089,0.0
"Just posted a photo @ Rambla de Mar, Barcelona, Spain https://t.co/p2yrnjS55f",41.3750208,2.18257572,0.0
#bodega #davidmoreno #larioja #vino 🍷🍷🍷🍷👌😬😝 #amigos #españa @ Bodegas David Moreno https://t.co/xaaEhM3wh4,42.36758611,-2.80849473,0.0
"Wind 0,0 km/h E. Barometer 1012,2 mb, Rising slowly. Temperature 19,4 °C. Rain today 0,0 mm. Humidity 76%",38.17833333,-0.86722222,-0.30000000000000004
Sunday mornings... I just finished running 6.19 km in 39m:38s with #Endomondo #endorphins https://t.co/uiuaGdTl87,41.390654,2.197129,0.0
22/4 23:30h #Villalar2016 #Valladolid carpa @CCOO @CCOOCyL #concierto @HoH_Band  Heaven Or Hell https://t.co/3p5ddVD4X6 #VallAgenda,41.6551867,-4.7192633000000015,0.0
"Our guest room, we supply shower gel, hand soap and shampoo, you also have tea &amp; coffee making… https://t.co/y5SRFY8nxI",38.53433,-0.8193299999999999,0.0
"Good morning World!!!😆
Enough said , have a blessed Sunday.
GOING 2… https://t.co/aU59bcNJ8x",38.90447139,1.42882407,0.5
Lucky we had filled up with water before running into this scene. We were able to use the water… https://t.co/9Iv1fRLRY4,40.50846476,-1.58957897,0.41111111111111115
"Sun is up ☀ @ Marbella, Spain https://t.co/2wnRD7CDpN",36.5167,-4.88333,0.0
Spain welcomed me with this beautiful #rainbow :) A very hopeful &amp; positive affirmation that… https://t.co/jBpDxG3xac,40.4,-3.68333,0.44431818181818183
I had a definite sense of somehow being a passenger in an evil vehicle crusing through… https://t.co/a3MzlMr2Rn,41.44888889,2.24611111,-0.5
Dancehall International Day 1 was WICKED.. Classes #TOOMUCH party #TOOMUCH battle #TOOMUCH - Big… https://t.co/7xj0onGSWe,41.550545,2.104575,0.0
On top of the world 1600m Life goes on. #Spain #motorhome @ Sierra Alta https://t.co/djVp4ugBZo,40.50846476,-1.58957897,0.5
Valencia style cooking! Classic #paella con #conejo! #valencia #spain #paellafordays @… https://t.co/G3ULQ3zgSR,39.47394,-0.37375,0.20833333333333331
Joker Batman  @onebloodtattore 👈 #obt #onebloodtattooreus #tattooreus #tattoo #tattoos #ink… https://t.co/bbovzvU1a9,41.1608505,1.11303,0.0
See our latest #Campanillas #job and click to apply: Cloud Applications Sales Representative - French market... - https://t.co/elNISjYFMG,36.7526615,-4.5593849,0.25
"DSS 63 receiving data from @NewHorizons2015 at 3.0kb/s.
IN LOCK IN LOCK 1 TURBO",40.429167,-4.249167,0.0
Good morning Toledo @ Casco Historico De Toledo https://t.co/4kHXkexDvZ,39.86689274,-4.02043405,0.7
"Back on the road, so to say. Looking forward to meeting with Rod and Charles in Lae. But first 48 hours of airports and flights. #goexplore",38.28453925,-0.55810709,0.125
"Back on the road, so to say. Looking forward to meeting with Rod and Charles in Lae. But first 48 hours of airports and flights. #goexplore",38.28453925,-0.55810709,0.125
"Last day in beautiful #Madrid!
And dazzling colours all around...
What a beautiful weekend with… https://t.co/zz8B4APJEL",40.45141012,-3.70232998,0.65
Better Take A Closer Look Today Than Yesterday So Tomorrow Will Be Without Any Bad Surprises… https://t.co/1jZ62xHcO1,38.2870565,-0.55173978,-0.09999999999999992
I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/K5smocCEYQ,40.3258705,-3.5096578000000003,0.0
▶️⏸⏹🔥 @ Jimmy Jazz Gasteiz https://t.co/ZWhq4OpFd5,42.85222388,-2.67642727,0.0
Amazing #sunrise in #sansebastian :) Made in #donostia :) Enjoy our beautiful city! #localsknow… https://t.co/aW50rBnN77,43.32211855,-1.98453397,0.6
"*NEW on the Local Hideaways website*
This is a real Local Hideaway in the centre of #Barcelona,… https://t.co/AE0NLkTTYJ",41.39480316,2.15713505,0.04545454545454545
Sleeping longer... (at @Expo_HotelEs in Barcelona) https://t.co/j8QYXmT9Zg https://t.co/fc8dSlqZjO,41.37917964,2.14313743,0.0
While my guitar gently weeps🎵🎵🎵 @ Madrid Atocha https://t.co/BK6tMqYRjW,40.40503187,-3.69068598,0.2
"Cheese platter....
#thegourmetpassion #cheese #cheeselover #canravell #foodie #foodies #foodgasm… https://t.co/9ojMTd57wM",41.39577620000001,2.1694487,0.0
"DSS 65 receiving data from Dawn at 10b/s.
IN LOCK IN LOCK 1 TURBO",40.429167,-4.249167,0.0
MATCH DAY. 🔥🔥🔥⚽⚽⚽👊👊👊 @ El Barrizal https://t.co/hV0H32Oaha,41.91493562,0.18799443,0.0
Wild #tiger population rising for first time in 100 years https://t.co/1aMMu8XrsX,40.4811847,0.4785588,0.175
Designer @nihilobstat_es summer nights &amp; rationalist lines inspire the 2017 Collection. Styled… https://t.co/whlVa4IvrE,40.4098396,-3.697,0.0
I just began a hiking workout using #Endomondo. Peptalk me now @ https://t.co/8n2dokDNPT,38.629547,-0.749933,0.0
20/4 20h en Gondomatik Wash Bar #Valladolid #VLL GatoPlays Day https://t.co/RhWowisQB2 #VallAgenda,41.65521010000001,-4.7192612,0.0
Solutions Architect - Spain - Cloudera: (#Madrid) https://t.co/1OiVt7OOCg #ProjectMgmt #Job #Jobs #Hiring #CareerArc,40.4167754,-3.7037902,-0.75
"HAPPY DAY
The importance of knowing convey. How pretty! to tell others everything and think that… https://t.co/lcfqn8mppG",42.80953695,-1.65724327,0.55625
Can you recommend anyone for this #Sales #job? https://t.co/ds2moSXdD8 #Campanillas #Hiring #CareerArc,36.7526615,-4.5593849,0.0
Designer @nihilobstat_es summer nights &amp; rationalist lines inspire the 2017 Collection. Styled… https://t.co/igKuXc5FkS,40.4098396,-3.697,0.0
"If you're a #Microsoft professional in #Madrid, Madrid, check out this #job: https://t.co/cKS1F9JGKv #Hiring #CareerArc",40.4167754,-3.7037902,0.1
Designer @nihilobstat_es summer nights &amp; rationalist lines inspire the 2017 Collection. Styled… https://t.co/EuiivNB50c,40.4098396,-3.697,0.0
We're #hiring! Read about our latest #job opening here: Field Service Engineer - https://t.co/PZKRXyiekg #Madrid #SkilledTrade #CareerArc,40.4167754,-3.7037902,0.5
I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/V7esRp0LAq,41.483816,2.149064,0.0
Ericsson: TV Integration Engineer Trainee (#Madrid) https://t.co/3ZGIxk9doN #Job #Jobs #Hiring,40.4167754,-3.7037902,0.0
DONG DONG DONG DONG DONG DONG DONG DONG!!!!!!!!,41.545639,1.893817,0.0
Just posted a photo @ Los Arenales Del Sol Alicante https://t.co/aAvBUgUUQF,38.25315068,-0.51704433,0.0
This #Finance #job might be a great fit for you: Iberian Senior Finance Business Partner - https://t.co/OScOT6fSR0 #LasRozas #Hiring,40.4935329,-3.8757916,0.6000000000000001
"Wind 2,5 km/h S. Barometer 1014,5 mb, Rising slowly. Temperature 13,7 °C. Rain today 0,0 mm. Humidity 82%",38.75388889,-0.1075,-0.30000000000000004
Interested in a #Clerical #job near #Madrid? This could be a great fit: https://t.co/SbfZgPzQk1 #Hiring #CareerArc,40.4167754,-3.7037902,0.38749999999999996
"DSS 63 carrier lock on @NewHorizons2015
Frequency: 8.4378GHz
Signal strength: -146dBm
IDLE OFF 1 TURBO",40.429167,-4.249167,0.0
"....something like, start as you mean to go on. Cheers. @ArtsHotels https://t.co/lJgBdst4OY",41.38651304,2.19565167,-0.3125
Want to work at SCA? We're #hiring in #Valls! Click for details: https://t.co/tC2AEVes5J #Engineering #lifeinspiringcareers #Job #Jobs,41.2854449,1.2494589,0.0
LEGO Group #CustomerService #Job: Customer Service Advisor - Iberia (Spain&amp;Portugal) (#Madrid) https://t.co/QyP3o7bjXq #LEGO #Jobs #Hiring,40.4167754,-3.7037902,0.0
"Wind 1,6 km/h WNW. Barometer 1013,85 hPa, Rising. Temperature 9,2 °C. Rain today 1,2 mm. Humidity 95%",38.72527778,-5.53666667,0.0
I just finished running 12.07 km in 1h:05m:45s with #Endomondo #endorphins https://t.co/IEcOqOxFWR,36.756486,-2.981535,0.0
Oracle: Legal Counsel for Oracle Spain (#LasRozas) https://t.co/4GhaobTB5o #Legal #Job #Jobs #Hiring #CareerArc,40.4935329,-3.8757916,0.2
"About last night... Anubis on fire 🔥
#grooveamigos 🙏 @ Discoteca Anubis https://t.co/bh6YOXUlzw",42.05039969,-8.64321342,0.0
I was out walking 9.17 km with #Endomondo #endorphins https://t.co/nUNLCvvpX1,36.952203,-5.02489,0.0
On a trail around Xativa castle. Gorgeous! @ Xativa - Valencia https://t.co/0YW7ArCC52,39.46737601,-0.37618644,0.875
"Sweet dreams bbs 🌘☁😇😪
#dream #night #nightout #selfie #tired #cute… https://t.co/fxDAl87vsX",40.71702,-3.9882,0.15
Little groupies of #jazz #enriqueoliver #jaumellombart #cortyjazz #elcorteingles #malaga #aumor… https://t.co/HgInnemgGo,36.7173,-4.427969999999998,-0.1875
"Good morning, Madrid! :) #Sunrise 07:33, noon 14:14, sunset 20:56 CEST (UTC+2), April 17. Day length: 13h 23m.",40.4167,-3.7003,0.6875
Just posted a photo @ MalaMala Sala Cool - Lista de ANDY PEOR https://t.co/1ZfLVu5dPg,40.4211,-3.709,0.35
Just posted a video @ MalaMala Sala Cool - Lista de ANDY PEOR https://t.co/d0CHidfeMh,40.4211,-3.709,0.35
Happy birthday to me! @ Dos Calaveras - Bar &amp; Lounge https://t.co/INOw5Y1WF8,39.47375870000001,-6.3794899,1.0
"I'm at Playa de Arenales del Sol in Elche, Alicante https://t.co/E48WHKPR8z",38.25092049,-0.51618147,0.0
"and you forgot the small details that we had

#me #sky #bluesky  #morning #barcelona #nature… https://t.co/6WPm9Q9BVA",41.38009604,2.18445454,-0.25
"DSS 65 carrier lock on Dawn
Frequency: 8.435GHz
Signal strength: -144dBm
IDLE OFF 1 TURBO",40.429167,-4.249167,0.0
ding!!!!!!!,41.545639,1.893817,0.0
"#TB miss this day 😭❤️ #iwasthere #campnou #happiness #bestvibes @ Barcelona, Camp Nou https://t.co/M1dlZEI3Vg",41.37945984,2.1227427000000003,0.7
Just posted a photo @ Los Arenales Del Sol Alicante https://t.co/25OLqtznOX,38.25315068,-0.51704433,0.0
"ESN :  PortAventura World: Book your tickets online for PortAventura World, Salou: See 10778 reviews, articles, and… https://t.co/ey3y9kCgZd",40.41970731,-3.69855957,0.0
Rooftop #champagne and #wine in #Madrid! I love these people! 😂 @ Gourmet Experience at El Corte… https://t.co/CYNbp9WUnF,40.41981746,-3.70576204,0.625
🐥🐵 @ The Cube Club https://t.co/qWWWqj0WJq,38.26718,-0.69467,0.0
"And... CHACHA baby! #nightnight bbs! 👯 @ Madrid, Spain https://t.co/K9qiXaEEli",40.4,-3.68333,0.0
"Bismillah Race Day!!!
#indonesia 
#destroyexcuses 
#astrahondaracingteam
#semangatsatuhati… https://t.co/HNG3ZOKkIQ",39.47250994,-0.49270039,0.0
"Wind 3,6 km/h NE. Barometer 1014,2 mb, Rising slowly. Temperature 13,9 °C. Rain today 0,0 mm. Humidity 80%",38.75388889,-0.1075,-0.30000000000000004
Breakfast (@ World's Food) https://t.co/17tydC7yVv,40.46533955,-3.56923647,0.0
ESN :  Women's Sevens book quarter final clash with Spain Today at 12:37 PM: The Australian Women's Sevens team has… https://t.co/kcwLGKEKdd,40.41970731,-3.69855957,0.0
"ESN :  Spain's banks move past crisis and ramp up lending to home buildiers: CaixaBank, Spain's third-largest bank,… https://t.co/msNhFnuI6Y",40.41970731,-3.69855957,-0.25
ESN :  Real Madrid put pressure on Barca: Real Madrid boosted their hopes of catching Primera Division leaders… https://t.co/PeKVgToIRY,40.41970731,-3.69855957,0.3333333333333333
Amazing night ! Completely in love 👫 @ TEATRO KAPITAL https://t.co/b1YqyhOvdF,40.40954065,-3.69317219,0.625
".
where
you are
is not
who
you are.
.
- circumstances 
.
@nayyirahwaheed @ Mas Boronat, Salomo https://t.co/3ZMmYAULzZ",41.22919435,1.39588245,0.0
"Sagrada Familia, the family church in barcelona #spain #barcelona #sagradafamilia #church… https://t.co/CXdoMmq7Ff",41.40384119,2.17477798,0.0
Last city (at @aena) — https://t.co/ltqeXZqyoQ,41.29769,2.08246,0.0
#FelizDomingo ¿algo d #psychobilly? Ponyboy Oneman Trio-The Killer Turtle .@TrioOneman https://t.co/pUcIUSU07H .@youtube,41.6552352,-4.7197624000000005,0.0
"My baby 📖💖
#osartificiosdastrevas #damadameianoite #cassandraclare… https://t.co/Du943B2Scg",38.35,-0.483333,0.0
"Wind 0,0 km/h ---. Barometer 1014,3 hPa, Aumentando lentamente. Temperature 16,2 °C. Rain today 0,0 mm. Humidity 64%",37.89138889,-1.21416667,0.0
ding!!!!!!,41.545639,1.893817,0.0
I'm at iBayle Pad Madridista https://t.co/GRXHVwUagv,40.42896067,-3.67753619,0.0
Road to Berlin... @ Barcelona–El Prat Airport https://t.co/4CmMxIZfl6,41.29694444,2.07833333,0.0
Just posted a photo @ Deseo 54 https://t.co/Q7nGeCpUUI,39.48498738,-0.37588408,0.0
"Adivina quie se va a dormir ya...
guess who is going to sleep now?
#buenasnoches #goodnight… https://t.co/D1lh3cef31",39.66189,-0.21087,0.0
"Wind 1,1 km/h SE. Barometer 1014,1 mb, Steady. Temperature 14,3 °C. Rain today 0,0 mm. Humidity 72%",38.75388889,-0.1075,0.16666666666666666
Im the best n u know it @ Jardines La Hacienda https://t.co/BQB1CBlje3,39.5738106,-0.28149,1.0
👌🏻🎉 @ Feeling https://t.co/vCBwqQm3kD,43.3478,-4.04758,0.0
"2️⃣0️⃣🎂 @ Jerez, Spain https://t.co/oORo0hTG75",36.7,-6.1167,0.0
"Wind 0,0 km/h W. Barometer 1012,94 hPa, Steady. Temperature 10,3 °C. Rain today 1,2 mm. Humidity 96%",38.72527778,-5.53666667,0.16666666666666666
shooting a wedding with our new camera when everyone is on the NAB SHOW LAS VEGAS but thankfully… https://t.co/FzK3fKG8p1,43.65998,-7.56238,0.13636363636363635
#buenasnoches #barcelona @ Barcelona City https://t.co/ifDgZsrYUe,41.41085560000001,2.17724109,0.0
ESN :  Spain detains Moroccan man and his Spanish wife for supporting ISIS: The Spanish police on Saturday arrested… https://t.co/9aUdYbT6Qx,40.41970731,-3.69855957,0.08333333333333333
Just posted a photo @ Otto Zutz https://t.co/sVgDBAivrb,41.40039829999999,2.1500001,0.0
"Day 5:

""The restless, perplexed, may turn their eyes to the sea. But, it is only he who has… https://t.co/eT4e9w8Noh",43.4647,-3.80444,0.2
"💃🏼🎉🎊Party time by NEW GARAMOND🎊🎉💃🏼
#newgaramond #partytime #madrid #nomelajuego… https://t.co/oPVhUzf8e1",40.46269026,-3.69307128,0.13636363636363635
Party babe...  🙌🙌 @ Boite Live https://t.co/3VT9O09bNd,40.41831,-3.70319,0.13636363636363635
